PROV_CODE,PROV_NAME,PROVIDER_NETWORK,PROVIDER_PRACTICE,PROVIDER_REGION,PROVIDER_TOWN
23667,Maternity and Children Hospital - Al Kharj -MOH ( Not use ),J. ONW,Hospital,Central,Al Kharj
23397,Medical Clinics Complex ( Thuwal) - MoH,J. ONW,Polyclinic,Western,Thuwal
23708,Dr Saeed Medical Complex,L. NWS,Polyclinic,Western,Jeddah
23468,Najran General Hospital - MoH,J. ONW,Hospital,Southern,Najran
23563,Al Rafiah General Hospital - (MOH),J. ONW,Hospital,Eastern,Dammam
23709,Five Seasons Optical,I. SPA,Optical,Central,Riyadh
22441,Al Hayat National Polyclinic 1,B. NW1,Polyclinic,Central,Riyadh
20028,Al Mouwasat Hospital - Dammam,G. NW6,Hospital,Eastern,Dammam
23577,Elite Medical Center,J. ONW,Polyclinic,Southern,Khamis Mushayt
23712,Gouf Center for Audiology and Speech Therapy,I. SPA,Speech Center,Central,Riyadh
22535,Adwaa Dorat Al Alami Medical Complex,N15,Polyclinic,Central,Riyadh
23049,King Fahad Specialist Hospital - Dammam -MoH,I. SPA,Hospital,Eastern,Dammam
20725,Khalid Abdullah Al-Hozaimi & Al-Thukair Co.,J. ONW,Pharmacy,Central,Riyadh
22845,Dar Al Saha Dental Center,J. ONW,Dental,Eastern,Dammam
22352,Shoroq Medical Center,N15,Polyclinic,Central,Riyadh
23284,Rose Medical Company,J. ONW,Polyclinic,Central,Riyadh
23578,Joud Medical Prime Center,J. ONW,Polyclinic,Western,Jeddah
23461,Alam Ram Medical Complex - Dammam,F. NW5,Polyclinic,Eastern,Dammam
23719,Abas Polyclinic 3,E. NW4,Polyclinic,Central,Riyadh
22449,Al Oroba Medical Clinic (3),J. ONW,Polyclinic,Central,Riyadh
22450,Al Oroba Medical Complex (4),J. ONW,Polyclinic,Central,Riyadh
23644,Rakaiz Al Elaj Physiotherapy Center,J. ONW,Speech & Physiotherapy,Western,Makkah
20042,SABA 3,L. NWS,Polyclinic,Western,Jeddah
22795,Al Fairouz Al Ahli Clinic,N15,Polyclinic,Central,Riyadh
22219,Nas Dental Dispensary,J. ONW,Dental,Eastern,Al Mubaraz
23727,ACE COR MEDICAL SERVICES INC,N14,Data Only,Overseas,Pakistan
23729,Enayati Al Shamel Medical Center,L. NWS,Polyclinic,Southern,Najran
23228,Dr Jameel Khattab Polyclinic  - Al Khaldia,J. ONW,Polyclinic,Eastern,Al Hasa
23610,Afaq Medical Complex - Khafji,J. ONW,Polyclinic,Eastern,Khafji
22730,Al Madar Dental Clinic (9) - Al Kharj,J. ONW,Dental,Central,Al Kharj
22923,Dr Azallal Medical Center - Tahlya,J. ONW,Polyclinic,Central,Riyadh
23250,Dia'a Olaya Complex,J. ONW,Polyclinic,Central,Al Oyayna
22579,Al Sinaeya Al Ahli Polyclinic,J. ONW,Polyclinic,Central,Riyadh
21835,Badruddin Polyclinic - Bab Makkah,J. ONW,Polyclinic,Western,Jeddah
21833,Badruddin Polyclinic - Sharafiyah,J. ONW,Polyclinic,Western,Jeddah
21836,Badruddin Polyclinic - Sitteen,J. ONW,Polyclinic,Western,Jeddah
22327,Dorrat Ghornata Clinic,N15,Polyclinic,Central,Riyadh
23080,Al Enjaz Medical Center,N15,Polyclinic,Central,Al Oyayna
22921,Maleen Consultant Dental Center,J. ONW,Dental,Central,Riyadh
22229,Canadian Medical Center,N15,Polyclinic,Eastern,Dammam
23731,GlobeMed - Kuwait,I. SPA,Group practice,Overseas,Kuwait
23733,Al Mouwasat Hospital - Al Khobar,G. NW6,Hospital,Eastern,Khobar
20258,Southern Province Cement Clinic - Bisha,J. ONW,Clinic,Southern,Bisha
22956,Kims Healthcare and Research Center Ltd. -  Kochin,J. ONW,Hospital,Overseas,India
22842,Al Haramain Medical Polyclinic Group - Khamis Mushayt,N15,Polyclinic,Southern,Khamis Mushayt
23314,Al Mas Ideal Medical,N15,Polyclinic,Western,Jeddah
22858,Al Madar Dental Clinic - Dammam,J. ONW,Dental,Eastern,Dammam
23740,Al Mana Medical Center - Al Rakah,F. NW5,Polyclinic,Eastern,Khobar
23747,Bin Rushd Medical Center- Khamis Mushyat,B. NW1,Eye Center,Southern,Khamis Mushayt
20023,Al Khazan Medical Polyclinic,N15,Polyclinic,Central,Riyadh
22685,Bright Smile Center,J. ONW,Dental,Eastern,Al Hasa
22823,Al Aredh Polyclinic,J. ONW,Polyclinic,Central,Riyadh
21948,Osrat Al Majd Medical Complex,N15,Polyclinic,Central,Riyadh
23508,Al Kharj Ahli Meddical Center,J. ONW,Polyclinic,Central,Al Kharj
23220,Omar Al Ajaji Medical Center - 3 - Al Batha,J. ONW,Polyclinic,Central,Riyadh
22801,Madaar Al Shefa dental Polyclinic 2 - Makkah,J. ONW,Dental,Western,Makkah
22741,Khaled Al Ajaji Medical Clinic,J. ONW,Polyclinic,Central,Riyadh
22703,The Ideal Care Medical Complex,J. ONW,Polyclinic,Western,Jeddah
22791,Sama Dental Center,J. ONW,Dental,Central,Riyadh
20200,GNP Clinic - Bureidah,J. ONW,Dental,Central,Bureidah
20214,Tadawi General Hospital,L. NWS,Hospital,Eastern,Dammam
23748,Knee & Hip Institute,N14,Data Only,Overseas,Germany
22194,Al Rayan Hospital for Healthcare Co,H. NW7,Hospital,Central,Riyadh
23750,Al Sadeq Dental Speacialist Center,E. NW4,Dental,Overseas,Manama
23751,Al Hilal Premier Hospital Saqia Company,G. NW6,Hospital,Overseas,Manama
20469,Al Mayiez Medical Center,J. ONW,Polyclinic,Central,Riyadh
22281,Al Madar Medical Clinics Complex for Dental,B. NW1,Dental,Central,Riyadh
20444,Consultative Medical Clinics,J. ONW,Polyclinic,Central,Riyadh
20443,Riyadh Consultative Clinics,J. ONW,Polyclinic,Central,Riyadh
20445,Al Badiah Consultative Clinics,J. ONW,Polyclinic,Central,Riyadh
21914,Health Gulf Polyclinic,J. ONW,Polyclinic,Northern,Tabuk
21730,Osama Polyclinic,J. ONW,Polyclinic,Southern,Al Baha
21767,Al Sarawat General Medical Complex,J. ONW,Polyclinic,Western,Jeddah
23666,Al Safi Dental  Center,J. ONW,Polyclinic,Central,Wadi Al Dawaser
22683,Millennium Dental Center,J. ONW,Dental,Eastern,Khobar
22824,Barraqah Medical Center,J. ONW,Polyclinic,Central,Riyadh
23300,Tracks Al Riyadh Medical Clinic (1),J. ONW,Polyclinic,Central,Riyadh
23188,Taj Al Seha Polyclinic,J. ONW,Polyclinic,Central,Hail
23321,Dental Planet Clinics,J. ONW,Dental,Western,Jeddah
23014,Dour Taj Al Shifa Clinic,J. ONW,Polyclinic,Northern,Sakaka
23269,Al Amal Clinic (4),J. ONW,Polyclinic,Central,Riyadh
23753,German Specialised Hospital,G. NW6,Hospital,Overseas,Manama
22722,Amal Medical Care Polyclinic,J. ONW,Polyclinic,Central,Riyadh
20256,Al Hamad Medical Clinic (Sakaka),N15,Polyclinic,Northern,Sakaka
23702,Tamayoz Al Hokama Medical Center,J. ONW,Polyclinic,Western,Makkah
23517,Salahuddin Medical Complex,J. ONW,Polyclinic,Central,Hail
22138,Dr Rashed Kawan Medical Center (Medx),J. ONW,Polyclinic,Western,Jeddah
23755,Angel Salazar Memorial Hospital,J. ONW,Data Only,Overseas,Philippines
22623,Andalusia Dental Center - Le Chateau,G. NW6,Dental,Western,Jeddah
23758,Essam for Medical &General Service,N14,Data Only,Overseas,Germany
23759,Cardiologique Haut-Leveque - France,N14,Data Only,Overseas,France
23760,St. Joseph hospital Norton,N14,Data Only,Overseas,U.S.A
23761,Heidelberg University Hospital,N14,Data Only,Overseas,Germany
23764,RespirTech USA,N14,Data Only,Overseas,U.S.A
23765,"Dr. Annette Jasper, Dental Clinic",N14,Data Only,Overseas,Germany
22090,Al Amin Clinic 1,N15,Polyclinic,Central,Riyadh
22116,Al Azhar Hospital,L. NWS,Hospital,Central,Riyadh
21866,Shifa Al Jazeera Polyclinic,J. ONW,Polyclinic,Central,Riyadh
23663,Enayat Al Saher Medical Complex,J. ONW,Polyclinic,Central,Afif
22761,Kalimat Medical Complex,J. ONW,Dental,Central,Riyadh
23338,Al Zabeedi Eye and Dental Center - Jeddah,J. ONW,Dental & Eye Center,Western,Jeddah
23554,Al Ofuq Physiotherapy Center,J. ONW,Speech & Physiotherapy,Central,Bureidah
23012,Itlala Panorama Clinic,J. ONW,Dental,Central,Riyadh
23003,Pioneers Specialist Medical Center,N15,Polyclinic,Central,Riyadh
20395,Magrabi Optical,B. NW1,Optical,Western,Jeddah
23771,Dr Soliman Fakeeh Family Medicine Center - Al Basateen,G. NW6,Polyclinic,Western,Jeddah
20240,Southern Province Cement Clinic - Jazan,J. ONW,Clinic,Southern,Gizan
21921,Southern Province Cement Clinic - Tahamah Plant,J. ONW,Clinic,Southern,Al Darb
23775,Sporer AG,N14,Data Only,Overseas,Germany
23692,Al Kaf International Medical Center,J. ONW,Polyclinic,Eastern,Khobar
21977,Pearl Dental Center,J. ONW,Dental,Western,Jeddah
23263,Samsoom Polyclinic,J. ONW,Polyclinic,Western,Madinah
23451,Bin Reshoud General Medical Complex,J. ONW,Polyclinic,Western,Al Hawiyah
21814,Dr Ibrahim Zolaly Polyclinic General Medical,J. ONW,Polyclinic,Western,Madinah
22684,Bait Al Ajrawi Optics,J. ONW,Optical,Northern,Tabuk
23776,Mayara General Medical Complex,F. NW5,Polyclinic,Southern,Al Baha
22189,Eye 2 Eye Optical,F. NW5,Optical,Western,Jeddah
23510,Rodina Dental Clinic,J. ONW,Dental,Eastern,Dammam
23783,Anah Physiotherapy Center,H. NW7,Physiotherapy Center,Eastern,Al Hasa
22209,Farza Optics,L. NWS,Optical,Southern,Abha
22944,Fast Track - Kingdom Hospital,J. ONW,Hospital,Central,Riyadh
22945,Fast Track - International Medical Center,J. ONW,Hospital,Western,Jeddah
22946,Fast Track - Dr Soliman Fakeeh Hospital,J. ONW,Hospital,Western,Jeddah
22953,Fast Track - Obeid Specialist Hospital - Riyadh,J. ONW,Hospital,Central,Riyadh
22954,Fast Track - Al Mana General Hospital - Al Jubail,J. ONW,Hospital,Eastern,Jubail
22807,Outside Doctor (Kingdom Hospital),J. ONW,Hospital,Central,Riyadh
22808,Outside Doctor (Dallah Hospital),J. ONW,Hospital,Central,Riyadh
22809,Outside Doctor (Riyadh Care Hospital),J. ONW,Hospital,Central,Riyadh
22810,Outside Doctor (Specialized Medical Center & Hospital),J. ONW,Hospital,Central,Riyadh
22811,Outside Doctor (Al Hammadi Hospital),J. ONW,Hospital,Central,Riyadh
22937,Outside Doctor (The First Clinic ),J. ONW,Clinic,Western,Jeddah
22938,Outside Doctor (Saudi German Group ),J. ONW,Hospital,Western,Jeddah
22939,Outside Doctor (International Medical Center ),J. ONW,Hospital,Western,Jeddah
22940,Outside Doctor (Dr Soliman Fakeeh Hospital),J. ONW,Hospital,Western,Jeddah
21773,Southern Province Cement Clinic - Jeddah,J. ONW,In-house Clinic,Western,Jeddah
22942,SPA - Mohammad Al Dossary Hospital,J. ONW,In-house Clinic,Eastern,Khobar
22943,CMA - Al Bayt Medical Center,J. ONW,In-house Clinic,Central,Riyadh
23786,Atba Al Asr General Medical Complex,L. NWS,Polyclinic,Western,Makkah
23787,Intermed Clinic,G. NW6,Polyclinic,Western,Jeddah
23671,General Best Care Complex,J. ONW,Polyclinic,Western,Taif
23529,Dr Abdullah Al Mozher Medical Complex,J. ONW,Polyclinic,Southern,Khamis Mushayt
22612,Nukhbat Al Tadawi Clinics,J. ONW,Polyclinic,Western,Makkah
22561,SAFA MAKKAH POLYCLINIC-2,J. ONW,Polyclinic,Central,Riyadh
22318,Al Inaya Medical Clinic,J. ONW,Polyclinic,Central,Riyadh
22922,Dr Azallal Medical Center - Al Moursalat,J. ONW,Polyclinic,Central,Riyadh
23662,Al Rami Medical Complex,J. ONW,Polyclinic,Southern,Al Baha
22414,Al Thager Dental Clinic,J. ONW,Dental,Western,Jeddah
22400,Al Sarh Medical Clinic,J. ONW,Polyclinic,Central,Riyadh
21440,New Mouwasat Polyclinics - Al Hasa,J. ONW,Polyclinic,Eastern,Hofuf
22278,Shorouk Al Huda Polyclinic,J. ONW,Polyclinic,Eastern,Khobar
20288,Saudi European Dental Clinic,J. ONW,Dental,Eastern,Dammam
20191,Semah Polyclinic,J. ONW,Polyclinic,Central,Hail
23460,Care & Heal Medical Complex - Al Nuariyah,J. ONW,Polyclinic,Eastern,Al Nuairiyah
23788,Al Amal Modern Medical Complex,L. NWS,Polyclinic,Southern,Samtah
23789,Al Amal Dental Clinic,L. NWS,Dental,Southern,Samtah
23686,Health and Safety Medical Complex,N15,Polyclinic,Eastern,Al Nuairiyah
23791,Nayel Clinics,I. SPA,Dental,Central,Riyadh
23245,Aljwaher pharmacy,J. ONW,Data Only,Western,Jeddah
23005,MOFA - HHC Omar Al Ajaji Medical Center,J. ONW,Home Healthcare,Central,Riyadh
23045,SPA - Al Bayt Medical Center - Arabtic,J. ONW,Group practice,Western,Makkah
23046,SPA - Al Bayt Medical Center - Bemco,J. ONW,Group practice,Western,Makkah
23162,SPA - Al Bayt Medical Center - Al Muhaidib Contracting Co,J. ONW,Group practice,Western,Makkah
23326,HHC - Dr Jamil Khatab Polyclinic (Hofuf),J. ONW,Home Healthcare,Eastern,Hofuf
23058,Alpha Star Aviation Services,J. ONW,Non-Medical Provider,Central,Riyadh
23766,HHC - Specialized Medical Care Center,J. ONW,Home Healthcare,Central,Riyadh
22895,Astra Food Co In-house Clinic,J. ONW,In-house Clinic,Northern,Tabuk
23203,Al Gafer General Hospital - Al Ahsa ( MOH),J. ONW,Hospital,Eastern,Al Hasa
23204,Madinat Al Oyoun Hospital - Al Ahsa (MOH),J. ONW,Hospital,Eastern,Al Oyoun
23195,Cosma Dental Polyclinics Co.,I. SPA,Dental,Central,Riyadh
23795,The Retina Clinic,I. SPA,Eye Center,Central,Riyadh
23796,Cham Dental Center 2 - Dammam,A. NWR,Dental,Eastern,Dammam
20041,Al Rahma Hospital - Madina,J. ONW,Hospital,Western,Madinah
22658,Al Eissawi  Medical Complex-Al Otaibiya,J. ONW,Polyclinic,Western,Makkah
23734,Sajer Medical Center,J. ONW,Polyclinic,Central,Sajer
24697,Elite Radiology Medical Complex,F. NW5,Radiology,Western,Jeddah
24819,Health Care Al Orja Algadem - MOH,I. SPA,Polyclinic,Central,Riyadh
24833,Health Care Center in Sulaymaniyah - MOH,I. SPA,Polyclinic,Northern,Tabuk
24759,Hasa PHCC Al klabiah Houses - MOH,J. ONW,Polyclinic,Eastern,Al Hasa
24762,Hasa PHCC Al Tholaithiah - MOH,J. ONW,Polyclinic,Eastern,Al Hasa
24765,Hasa PHCC Al khaldiah - MOH,J. ONW,Polyclinic,Eastern,Al Hasa
23100,Apollo Speciality Hospitals - Padma Complex - Chennai - India,J. ONW,Hospital,Overseas,India
24089,Gulail Primary Care Center (MoH),J. ONW,Polyclinic,Western,Jeddah
24047,Lava Dental Clinic,J. ONW,Dental,Western,Taif
23638,Al Wajha Specialized Medical Complex,J. ONW,Polyclinic,Eastern,Dammam
22584,Hussein Al Ali Hospital,J. ONW,Hospital,Eastern,Al Hasa
20748,Khalid Medical Clinic,A. NWR,Polyclinic,Central,Riyadh
24451,AI Dhyia General MedicaI Center,N15,Polyclinic,Eastern,Al Hasa
24788,East Al-Batin-PHC-HBHC - MOH,I. SPA,Polyclinic,Eastern,Hafr Al Batin
24828,Forensic Medical Services Center - Tabuk - MOH,I. SPA,Polyclinic,Northern,Tabuk
24896,Primary Health Care Center - sharg alfaiziah - MoH,I. SPA,Polyclinic,Central,Bureidah
24540,Mohammed Abdul Rahman Al Sahly General Medical Center,A. NWR,Polyclinic,Western,Jeddah
22127,Weqaya Polyclinic,N15,Polyclinic,Western,Madinah
24472,FAME Medical Care Center,I. SPA,Home Healthcare,Eastern,Dammam
24563,Dr Abdulrahman Taha Bakhsh Clinic - Doctor Bakhsh Hospital Group,F. NW5,Polyclinic,Western,Jeddah
23378,Afif General Hospital - MOH,I. SPA,Hospital,Central,Afif
24705,Dr Soliman Fakeeh Home Health Care Center - Riyadh,I. SPA,Home Healthcare,Central,Riyadh
24841,Al Hamimah PHC - MoH,J. ONW,Polyclinic,Western,Makkah
24646,Al Hosn Al Manea Medical Complex,L. NWS,Polyclinic,Eastern,Dammam
20224,Red Sea Polyclinic,N15,Polyclinic,Western,Yanbu
20133,Al Themal Medical Group - Khamis Mushayt,N15,Polyclinic,Southern,Khamis Mushayt
24058,Al Amin Hearing Aid Center,J. ONW,Hearing Aid,Western,Jeddah
24295,Rwad Medical Health,L. NWS,Polyclinic,Southern,Muhayel
24568,Prince Mohammed Bin Fahad General and Hematology Hospital - MOH,I. SPA,Hospital,Eastern,Qatif
24192,Tafawul Rehabilitation Center,J. ONW,Speech & Physiotherapy,Western,Jeddah
21860,Al Faraby Medical Center - Al Khobar,A. NWR,Polyclinic,Eastern,Dahran
22149,Al Abeer Clinic - Shumaisy,L. NWS,Polyclinic,Central,Riyadh
24665,Integrated Medical Care Services Company Taibah Branch - Physiotherabia,B. NW1,Physiotherapy Center,Western,Jeddah
24713,Care for you we Ltd,I. SPA,Home Healthcare,Western,Jeddah
24719,Ar Rafiah PHC - MOH,I. SPA,Polyclinic,Eastern,Al Rafiah
24760,Eradah Mental Diseases Hospital - MOH,I. SPA,Hospital,Southern,Gizan
24816,Ajyad Emergency Hospital - MOH,I. SPA,Hospital,Western,Makkah
24556,Al Oqaly Medical Company - Prince Abdulmajeed Rd.,A. NWR,Polyclinic,Western,Madinah
23206,Prince Saud Bin Jalawi Hospital - Al Ahsa ( MOH),I. SPA,Hospital,Eastern,Al Mubaraz
24422,Tabeeb Plus Medical Center,L. NWS,Polyclinic,Western,Jeddah
24632,Al Amal Medical Clinics Complex - Umluj,I. SPA,Polyclinic,Northern,Umluj
24641,Sihat Badan For Physical Therapy,I. SPA,Physiotherapy Center,Western,Yanbu Industrial
24647,HHC - Al Doha Medical Clinic,I. SPA,Home Healthcare,Eastern,Dahran
24603,Glory Clinics,A. NWR,Polyclinic,Eastern,Al Oyoun
23179,Al Nomais Medical Complex - Abha - Al Badea,D. NW3,Polyclinic,Southern,Abha
22375,Royal Commission for Jubail,H. NW7,Hospital,Eastern,Jubail Industrial
24007,Ras Al Khair first aid Medical Center of Royal Commision in Jubail Industrial,H. NW7,Polyclinic,Eastern,Ras Al Khair
23713,Saudi German Hospital - Cairo,F. NW5,Hospital,Overseas,Cairo
24712,Sihat Badan For Physical Therapy - Yanbu Al Bahr,I. SPA,Physiotherapy Center,Western,Yanbu Al Bahar
24455,Tijan Beauty Clinics,L. NWS,Dental,Eastern,Hofuf
24725,New Ain Dar PHC - MOH,I. SPA,Polyclinic,Eastern,Abqiq
23653,Prince Sultan Rehabilitation Center,F. NW5,Speech & Physiotherapy,Eastern,Dammam
24153,Faisalya Medical Primary Care - MoH,I. SPA,Polyclinic,Eastern,Dammam
24151,Munira Medical Primay Care - MoH,I. SPA,Polyclinic,Eastern,Qatif
24150,Taroot Medical Primary Care - MoH,I. SPA,Polyclinic,Eastern,Tarout
24145,Qatif Primary Care - MoH,I. SPA,Polyclinic,Eastern,Qatif
23108,Apollo Speciality Hospitals - Jayanagar - Bangalore - India,J. ONW,Hospital,Overseas,India
23933,HHC - Shifa Al Jubail Medical Center,J. ONW,Home Healthcare,Eastern,Jubail
23067,Angel of Mercy Medical Company,N15,Polyclinic,Central,Al Quwaiyah
23181,High Care Polyclinic,A. NWR,Polyclinic,Central,Al Rass
24547,Senan Medical Company,H. NW7,Dental,Central,Riyadh
23911,Al Salam Medical Complex,A. NWR,Polyclinic,Central,Unayzah
23668,Madina Medical Center 2 day Case Surgery,C. NW2,Day Case Center,Western,Madinah
24567,Stars Smile Dental Complex,L. NWS,Dental,Western,Jeddah
20182,Al Madlouh Dispensary,A. NWR,Polyclinic,Eastern,Sayhat
24701,Al Amana Medical Complex,L. NWS,Polyclinic,Southern,Gizan
23350,Nukhbat Al Janoub Medical Complex,N15,Polyclinic,Southern,Baish
23669,Maha Medical Complex,J. ONW,Polyclinic,Southern,Baish
23103,Apollo Hospitals - Sowcarpet - Chennai India,J. ONW,Hospital,Overseas,India
22422,Al Madar Dental Clinic (5),L. NWS,Dental,Central,Riyadh
24024,Al Kharma General Hospital - MOH,J. ONW,Hospital,Western,Al Khorma
23073,Exeer Pharmacy,J. ONW,Pharmacy,Eastern,Sayhat
22244,Shifa Al Munthaza Polyclinic,J. ONW,Polyclinic,Western,Jeddah
22704,Al Samer Polyclinic,J. ONW,Polyclinic,Western,Jeddah
24220,Primary Care Center of Excellence,J. ONW,Polyclinic,Central,Riyadh
24177,Magrabi Optical Doctor M,L. NWS,Optical,Central,Riyadh
24373,Balsam Al Rayyan Medical Complex,L. NWS,Polyclinic,Northern,Rafha'a
24627,Ram Medical Clinics Company  - Al Mazrouiah,L. NWS,Dental,Eastern,Dammam
24521,Pioneer Care Center,F. NW5,Polyclinic,Western,Jeddah
24562,Al Ogaly Clinic - Sultana,A. NWR,Polyclinic,Western,Madinah
24557,Company Hukama Al Janub Medical,J. ONW,Eye Center,Southern,Gizan
24686,Dr Soliman Fakeeh Hospital - Madinah,H. NW7,Hospital,Western,Madinah
24480,Durrat Al khozamaa Medical Complex,N15,Polyclinic,Eastern,Khobar
21706,Basma Al Thuraya Medical Complex - Al Khafji,J. ONW,Polyclinic,Eastern,Khafji
24822,Health Center  Almuraba - MOH,I. SPA,Polyclinic,Central,Riyadh
20135,Shifa Polyclinic - Abqiq,J. ONW,Polyclinic,Eastern,Abqiq
24140,Al Bader Medical Complex (2),N15,Polyclinic,Western,Makkah
23359,Nabd Al Afia Medical Complex,J. ONW,Polyclinic,Southern,Al Aqiq
24614,Dr Sulaiman Al Habib Medical Center  - Al Khobar,G. NW6,Polyclinic,Eastern,Khobar
24014,Al Farouq first aid Medical Center of Royal Commision in Jubail Industrial,H. NW7,Polyclinic,Eastern,Jubail Industrial
24698,Jamal Muhammad Ahmad Alkhanani Medical Complex,L. NWS,Polyclinic,Northern,Turaif
24529,Savan Medical Center,N15,Polyclinic,Central,Riyadh
24707,Select Arabia for Long Term Care and Rehabilitation Company - Amad Hospital,I. SPA,Long Term Care,Central,Riyadh
24820,Ballasmar General Hospital  - MOH,I. SPA,Hospital,Southern,Billasmar
24837,Health Center Alamir Sultan - MoH,J. ONW,Polyclinic,Central,Riyadh
23931,Progress Tower Complex,C. NW2,Polyclinic,Southern,Bisha
24565,Al Masayef Medical Complex,D. NW3,Polyclinic,Southern,Al Namas
23072,Shamsan Business Medical Complex,N15,Polyclinic,Southern,Abha
24503,Right Polyclinic,N15,Polyclinic,Northern,Tabuk
20420,Dammam Private Medical Complex,J. ONW,Polyclinic,Eastern,Dammam
23166,Futurelab Medical Laboratories,J. ONW,Laboratory,Western,Jeddah
24717,Health Center Al-Awjam - MOH,I. SPA,Polyclinic,Eastern,Safwa
24842,Al Rashediya PHC - MoH,J. ONW,Polyclinic,Western,Makkah
24845,Al Dhebia Al-Jumaah PHC - MoH,J. ONW,Polyclinic,Western,Makkah
24846,Al Adel PHC - MoH,J. ONW,Polyclinic,Western,Makkah
24851,Al Hajj Street PHC - MoH,J. ONW,Polyclinic,Western,Makkah
24855,Al Eskan PHC - MOH,J. ONW,Polyclinic,Western,Makkah
23819,Oxy Health Medical Center,L. NWS,Polyclinic,Central,Riyadh
24860,Aldeera PHC - MoH,J. ONW,Polyclinic,Northern,Al Ula
24861,Airport PHC - MoH,J. ONW,Polyclinic,Northern,Al Ula
24862,Alsukhairat PHC - MoH,J. ONW,Polyclinic,Northern,Al Ula
24863,Health Center  Almaathar - MoH,J. ONW,Polyclinic,Central,Riyadh
24864,Aluthaib PHC - MoH,J. ONW,Polyclinic,Northern,Al Ula
24769,Hasa PHCC Al Rogaigah - MOH,J. ONW,Polyclinic,Eastern,Al Hasa
22762,Sun City Polyclinic Co Ltd - Riyadh,N15,Polyclinic,Central,Riyadh
24581,Dr Soliman Fakeeh Medical Center - Neom,G. NW6,Polyclinic,Northern,Neom
23762,Physio One Center,H. NW7,Physiotherapy Center,Eastern,Dammam
22206,Asian Azizia Polyclinic - Makkah,A. NWR,Polyclinic,Western,Makkah
23524,Prince Sultan Cardiac Surgery Center - Qassim (MoH),J. ONW,Cardiac Center,Central,Bureidah
24198,Al Azizia Medical Center in Dammam - MoH,I. SPA,Polyclinic,Eastern,Dammam
24761,Forensic Medicine Center in Madinah - MOH,I. SPA,Polyclinic,Western,Madinah
24607,Shifa Medics Health Company,L. NWS,Polyclinic,Eastern,Hofuf
24629,Ram Medical Clinics Company - Dammam,L. NWS,Dental,Eastern,Dammam
23501,Oyoun Al Jewaa General Hospital ( MOH ),I. SPA,Hospital,Central,Oyoun Al Jawa
23685,Murjan Medical Complex,C. NW2,Day Case Center,Eastern,Dammam
24439,Bupa CareConnect Clinics,F. NW5,Telemedicine,Western,Jeddah
22852,Roya Optical,L. NWS,Optical,Western,Madinah
22359,Al Mokhtar Polyclinic (Taif),A. NWR,Polyclinic,Western,Taif
23670,Al Waseet Medical Group,N15,Polyclinic,Southern,Gizan
24479,Hakim Taiba General Medical Complex,N15,Polyclinic,Western,Madinah
